target,location,target_end_date,horizon,output_type,output_type_id,value,origin_date
ARI incidence,FR,2024-10-20,1,quantile,0.025,162.6195899351046,2024-10-23
ARI incidence,FR,2024-10-27,2,quantile,0.025,146.92625312075205,2024-10-23
ARI incidence,FR,2024-11-03,3,quantile,0.025,139.94174600402752,2024-10-23
ARI incidence,FR,2024-11-10,4,quantile,0.025,128.90149859030734,2024-10-23
ARI incidence,FR,2024-10-20,1,quantile,0.05,165.128077858745,2024-10-23
ARI incidence,FR,2024-10-27,2,quantile,0.05,148.36124026806803,2024-10-23
ARI incidence,FR,2024-11-03,3,quantile,0.05,140.79372061060482,2024-10-23
ARI incidence,FR,2024-11-10,4,quantile,0.05,130.87152185557045,2024-10-23
ARI incidence,FR,2024-10-20,1,quantile,0.1,168.89651057410697,2024-10-23
ARI incidence,FR,2024-10-27,2,quantile,0.1,151.8217221056645,2024-10-23
ARI incidence,FR,2024-11-03,3,quantile,0.1,142.40873816003216,2024-10-23
ARI incidence,FR,2024-11-10,4,quantile,0.1,135.3945744233047,2024-10-23
ARI incidence,FR,2024-10-20,1,quantile,0.15,172.66044550207525,2024-10-23
ARI incidence,FR,2024-10-27,2,quantile,0.15,154.4468836464983,2024-10-23
ARI incidence,FR,2024-11-03,3,quantile,0.15,144.28015435113622,2024-10-23
ARI incidence,FR,2024-11-10,4,quantile,0.15,139.8494444191143,2024-10-23
ARI incidence,FR,2024-10-20,1,quantile,0.2,177.1172518768732,2024-10-23
ARI incidence,FR,2024-10-27,2,quantile,0.2,156.80661139855994,2024-10-23
ARI incidence,FR,2024-11-03,3,quantile,0.2,146.861764709726,2024-10-23
ARI incidence,FR,2024-11-10,4,quantile,0.2,143.30538221813788,2024-10-23
ARI incidence,FR,2024-10-20,1,quantile,0.25,184.20015751981006,2024-10-23
ARI incidence,FR,2024-10-27,2,quantile,0.25,158.92467390302332,2024-10-23
ARI incidence,FR,2024-11-03,3,quantile,0.25,149.64022662775966,2024-10-23
ARI incidence,FR,2024-11-10,4,quantile,0.25,146.9056449803587,2024-10-23
ARI incidence,FR,2024-10-20,1,quantile,0.3,184.48648289409616,2024-10-23
ARI incidence,FR,2024-10-27,2,quantile,0.3,161.11136566993795,2024-10-23
ARI incidence,FR,2024-11-03,3,quantile,0.3,150.1562803512358,2024-10-23
ARI incidence,FR,2024-11-10,4,quantile,0.3,147.209436392014,2024-10-23
ARI incidence,FR,2024-10-20,1,quantile,0.35,186.40917742235013,2024-10-23
ARI incidence,FR,2024-10-27,2,quantile,0.35,163.53711754331687,2024-10-23
ARI incidence,FR,2024-11-03,3,quantile,0.35,151.94368555940716,2024-10-23
ARI incidence,FR,2024-11-10,4,quantile,0.35,148.8684271623361,2024-10-23
ARI incidence,FR,2024-10-20,1,quantile,0.4,186.5606893342569,2024-10-23
ARI incidence,FR,2024-10-27,2,quantile,0.4,168.0425752564253,2024-10-23
ARI incidence,FR,2024-11-03,3,quantile,0.4,154.06819915680143,2024-10-23
ARI incidence,FR,2024-11-10,4,quantile,0.4,150.8376681211401,2024-10-23
ARI incidence,FR,2024-10-20,1,quantile,0.45,190.61381441272027,2024-10-23
ARI incidence,FR,2024-10-27,2,quantile,0.45,172.72438686274825,2024-10-23
ARI incidence,FR,2024-11-03,3,quantile,0.45,155.7564963101903,2024-10-23
ARI incidence,FR,2024-11-10,4,quantile,0.45,152.7692693676681,2024-10-23
ARI incidence,FR,2024-10-20,1,quantile,0.5,193.05551307513244,2024-10-23
ARI incidence,FR,2024-10-27,2,quantile,0.5,176.626531825156,2024-10-23
ARI incidence,FR,2024-11-03,3,quantile,0.5,157.7342900323414,2024-10-23
ARI incidence,FR,2024-11-10,4,quantile,0.5,155.3545516555227,2024-10-23
ARI incidence,FR,2024-10-20,1,quantile,0.55,201.44204211212153,2024-10-23
ARI incidence,FR,2024-10-27,2,quantile,0.55,181.6871740885302,2024-10-23
ARI incidence,FR,2024-11-03,3,quantile,0.55,167.5465881710729,2024-10-23
ARI incidence,FR,2024-11-10,4,quantile,0.55,159.46254142343992,2024-10-23
ARI incidence,FR,2024-10-20,1,quantile,0.6,207.82409221066925,2024-10-23
ARI incidence,FR,2024-10-27,2,quantile,0.6,189.3590878650627,2024-10-23
ARI incidence,FR,2024-11-03,3,quantile,0.6,176.88635659388052,2024-10-23
ARI incidence,FR,2024-11-10,4,quantile,0.6,167.97193196613156,2024-10-23
ARI incidence,FR,2024-10-20,1,quantile,0.65,209.65877853088625,2024-10-23
ARI incidence,FR,2024-10-27,2,quantile,0.65,192.60828914027584,2024-10-23
ARI incidence,FR,2024-11-03,3,quantile,0.65,179.85566347762136,2024-10-23
ARI incidence,FR,2024-11-10,4,quantile,0.65,179.89692510780313,2024-10-23
ARI incidence,FR,2024-10-20,1,quantile,0.7,218.49884266272517,2024-10-23
ARI incidence,FR,2024-10-27,2,quantile,0.7,196.47239676754037,2024-10-23
ARI incidence,FR,2024-11-03,3,quantile,0.7,187.65857851532232,2024-10-23
ARI incidence,FR,2024-11-10,4,quantile,0.7,187.13024480027448,2024-10-23
ARI incidence,FR,2024-10-20,1,quantile,0.75,220.14050601767227,2024-10-23
ARI incidence,FR,2024-10-27,2,quantile,0.75,199.92163872591402,2024-10-23
ARI incidence,FR,2024-11-03,3,quantile,0.75,192.80691089422743,2024-10-23
ARI incidence,FR,2024-11-10,4,quantile,0.75,190.90087579925319,2024-10-23
ARI incidence,FR,2024-10-20,1,quantile,0.8,221.68858091828602,2024-10-23
ARI incidence,FR,2024-10-27,2,quantile,0.8,202.5040415799152,2024-10-23
ARI incidence,FR,2024-11-03,3,quantile,0.8,196.12070701598242,2024-10-23
ARI incidence,FR,2024-11-10,4,quantile,0.8,194.66180028951186,2024-10-23
ARI incidence,FR,2024-10-20,1,quantile,0.85,222.83039445496078,2024-10-23
ARI incidence,FR,2024-10-27,2,quantile,0.85,204.64307374402492,2024-10-23
ARI incidence,FR,2024-11-03,3,quantile,0.85,198.3193822403477,2024-10-23
ARI incidence,FR,2024-11-10,4,quantile,0.85,197.9351259390911,2024-10-23
ARI incidence,FR,2024-10-20,1,quantile,0.9,223.8065795581877,2024-10-23
ARI incidence,FR,2024-10-27,2,quantile,0.9,206.01056759680813,2024-10-23
ARI incidence,FR,2024-11-03,3,quantile,0.9,201.47354953749516,2024-10-23
