target,location,target_end_date,horizon,output_type,output_type_id,value,origin_date
ILI incidence,GR,2024-11-03,3,quantile,0.15,667.9659509376121,2024-10-23
ILI incidence,GR,2024-11-10,4,quantile,0.15,620.8268469809216,2024-10-23
ILI incidence,GR,2024-10-20,1,quantile,0.2,530.3146979437743,2024-10-23
ILI incidence,GR,2024-10-27,2,quantile,0.2,577.1363684446349,2024-10-23
ILI incidence,GR,2024-11-03,3,quantile,0.2,674.0669796218058,2024-10-23
ILI incidence,GR,2024-11-10,4,quantile,0.2,633.1391003953765,2024-10-23
ILI incidence,GR,2024-10-20,1,quantile,0.25,532.6875660432684,2024-10-23
ILI incidence,GR,2024-10-27,2,quantile,0.25,579.4241028328937,2024-10-23
ILI incidence,GR,2024-11-03,3,quantile,0.25,683.1445428118087,2024-10-23
ILI incidence,GR,2024-11-10,4,quantile,0.25,656.84866073465,2024-10-23
ILI incidence,GR,2024-10-20,1,quantile,0.3,534.5138528252686,2024-10-23
ILI incidence,GR,2024-10-27,2,quantile,0.3,582.0156648659639,2024-10-23
ILI incidence,GR,2024-11-03,3,quantile,0.3,693.9678575799704,2024-10-23
ILI incidence,GR,2024-11-10,4,quantile,0.3,657.8590198027855,2024-10-23
ILI incidence,GR,2024-10-20,1,quantile,0.35,538.3385395684098,2024-10-23
ILI incidence,GR,2024-10-27,2,quantile,0.35,586.9135848618882,2024-10-23
ILI incidence,GR,2024-11-03,3,quantile,0.35,697.0438504383758,2024-10-23
ILI incidence,GR,2024-11-10,4,quantile,0.35,664.8396635840559,2024-10-23
ILI incidence,GR,2024-10-20,1,quantile,0.4,545.9670393379675,2024-10-23
ILI incidence,GR,2024-10-27,2,quantile,0.4,592.1146963567126,2024-10-23
ILI incidence,GR,2024-11-03,3,quantile,0.4,698.0464743891163,2024-10-23
ILI incidence,GR,2024-11-10,4,quantile,0.4,669.1013007064398,2024-10-23
ILI incidence,GR,2024-10-20,1,quantile,0.45,557.2134462656352,2024-10-23
ILI incidence,GR,2024-10-27,2,quantile,0.45,597.3996023047164,2024-10-23
ILI incidence,GR,2024-11-03,3,quantile,0.45,707.4255529953329,2024-10-23
ILI incidence,GR,2024-11-10,4,quantile,0.45,707.4881988791194,2024-10-23
ILI incidence,GR,2024-10-20,1,quantile,0.5,561.3920895548549,2024-10-23
ILI incidence,GR,2024-10-27,2,quantile,0.5,600.9822906942389,2024-10-23
ILI incidence,GR,2024-11-03,3,quantile,0.5,718.8902439057217,2024-10-23
ILI incidence,GR,2024-11-10,4,quantile,0.5,709.9791143530658,2024-10-23
ILI incidence,GR,2024-10-20,1,quantile,0.55,562.8443780809755,2024-10-23
ILI incidence,GR,2024-10-27,2,quantile,0.55,604.6602516099936,2024-10-23
ILI incidence,GR,2024-11-03,3,quantile,0.55,725.5448962360126,2024-10-23
ILI incidence,GR,2024-11-10,4,quantile,0.55,710.9763486328826,2024-10-23
ILI incidence,GR,2024-10-20,1,quantile,0.6,569.3316715259067,2024-10-23
ILI incidence,GR,2024-10-27,2,quantile,0.6,655.0633263313977,2024-10-23
ILI incidence,GR,2024-11-03,3,quantile,0.6,732.0240346816524,2024-10-23
ILI incidence,GR,2024-11-10,4,quantile,0.6,712.9487489032448,2024-10-23
ILI incidence,GR,2024-10-20,1,quantile,0.65,575.1825175076738,2024-10-23
ILI incidence,GR,2024-10-27,2,quantile,0.65,659.1032318886697,2024-10-23
ILI incidence,GR,2024-11-03,3,quantile,0.65,735.2616217973854,2024-10-23
ILI incidence,GR,2024-11-10,4,quantile,0.65,723.114115713162,2024-10-23
ILI incidence,GR,2024-10-20,1,quantile,0.7,586.1282499223382,2024-10-23
ILI incidence,GR,2024-10-27,2,quantile,0.7,692.2093891983849,2024-10-23
ILI incidence,GR,2024-11-03,3,quantile,0.7,738.2520033031492,2024-10-23
ILI incidence,GR,2024-11-10,4,quantile,0.7,733.9163611193408,2024-10-23
ILI incidence,GR,2024-10-20,1,quantile,0.75,597.193099075713,2024-10-23
ILI incidence,GR,2024-10-27,2,quantile,0.75,712.6151398239631,2024-10-23
ILI incidence,GR,2024-11-03,3,quantile,0.75,745.1367329127925,2024-10-23
ILI incidence,GR,2024-11-10,4,quantile,0.75,753.0662717692358,2024-10-23
ILI incidence,GR,2024-10-20,1,quantile,0.8,601.6380482171268,2024-10-23
ILI incidence,GR,2024-10-27,2,quantile,0.8,716.5112272304767,2024-10-23
ILI incidence,GR,2024-11-03,3,quantile,0.8,760.1097936558208,2024-10-23
ILI incidence,GR,2024-11-10,4,quantile,0.8,760.8213309127673,2024-10-23
ILI incidence,GR,2024-10-20,1,quantile,0.85,607.7166971821638,2024-10-23
ILI incidence,GR,2024-10-27,2,quantile,0.85,740.2412058381616,2024-10-23
ILI incidence,GR,2024-11-03,3,quantile,0.85,792.0206508459466,2024-10-23
ILI incidence,GR,2024-11-10,4,quantile,0.85,762.700069020278,2024-10-23
ILI incidence,GR,2024-10-20,1,quantile,0.9,618.6555537933596,2024-10-23
ILI incidence,GR,2024-10-27,2,quantile,0.9,741.6010741661618,2024-10-23
ILI incidence,GR,2024-11-03,3,quantile,0.9,839.5333486147007,2024-10-23
ILI incidence,GR,2024-11-10,4,quantile,0.9,770.5196517133307,2024-10-23
ILI incidence,GR,2024-10-20,1,quantile,0.95,655.4527099993318,2024-10-23
ILI incidence,GR,2024-10-27,2,quantile,0.95,777.9648348965409,2024-10-23
ILI incidence,GR,2024-11-03,3,quantile,0.95,885.9467771250634,2024-10-23
ILI incidence,GR,2024-11-10,4,quantile,0.95,804.0720097797728,2024-10-23
ILI incidence,GR,2024-10-20,1,quantile,0.975,676.1990089040922,2024-10-23
ILI incidence,GR,2024-10-27,2,quantile,0.975,791.2756885314989,2024-10-23
ILI incidence,GR,2024-11-03,3,quantile,0.975,935.4094778809572,2024-10-23
ILI incidence,GR,2024-11-10,4,quantile,0.975,820.8848607034594,2024-10-23
ILI incidence,GR,2024-10-20,1,quantile,0.99,684.4159181320631,2024-10-23
ILI incidence,GR,2024-10-27,2,quantile,0.99,798.663527433528,2024-10-23
ILI incidence,GR,2024-11-03,3,quantile,0.99,954.3744927829556,2024-10-23
